movie_id,title,overview,release_date,runtime,budget,revenue,vote_average,vote_count,adult,original_language,tagline,release_year
9382,Boys on the Side,"After breaking up with her girlfriend, a nightclub singer, Jane, answers a personal ad from Robin, a real estate agent with AIDS, seeking a cross-country travel partner. On their journey from New York City to Los Angeles, the two stop by Pittsburgh to pick up Robin's friend Holly, who is trying to escape an abusive relationship. With three distinct personalities, the women must overcome their differences to help one another.",1995-02-03,115,21000000,23450000,6.3,48,0,en,"A motion picture that celebrates the art of survival, the gift of laughter and the miracle of friendship.",1995
2292,Clerks,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",1994-09-13,92,27000,3151130,7.4,769,0,en,Just because they serve you doesn't mean they like you.,1994
1909,Don Juan DeMarco,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",1994-10-01,97,25000000,22200000,6.3,184,0,en,The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!,1994
8984,Disclosure,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",1994-12-09,123,55000000,214015089,5.9,217,0,en,Sex Is Power.,1994
8467,Dumb and Dumber,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",1994-12-16,107,16000000,247275374,6.5,1894,0,en,"What the one doesn't have, the other is missing.",1994
522,Ed Wood,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",1994-09-27,127,18000000,5887457,7.3,639,0,en,"When it came to making bad movies, Ed Wood was the best.",1994
27303,Hideaway,"Hatch Harrison, his wife, Lindsey, and their daughter, Regina, are enjoying a pleasant drive when a car crash leaves wife and daughter unharmed but kills Hatch. However, an ingenious doctor, Jonas Nyebern, manages to revive Hatch after two lifeless hours. But Hatch does not come back unchanged. He begins to suffer horrible visions of murder -- only to find out the visions are the sights of a serial killer.",1995-03-03,103,15000000,12201255,5.0,24,0,en,He was bought back from the dead... but he didn't come back alone.,1995
14275,Hoop Dreams,"This documentary follows two inner-city Chicago residents, Arthur Agee and William Gates, as they follow their dreams of becoming basketball superstars. Beginning at the start of their high school years, and ending almost 5 years later, as they start college, we watch the boys mature into men, still retaining their ""Hoop Dreams"".",1994-09-12,171,700000,7830611,7.7,91,0,en,An Extraordinary True Story.,1994
1024,Heavenly Creatures,"Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship.",1994-09-02,99,5000000,3049135,6.9,299,0,en,From a secret world no one could see... came a crime no one could believe.,1994
628,Interview with the Vampire,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",1994-11-11,123,60000000,223664608,7.2,1558,0,en,Drink from me and live forever,1994
87729,Jefferson in Paris,"His wife having recently died, Thomas Jefferson accepts the post of United States ambassador to pre-revolutionary France, though he finds it difficult to adjust to life in a country where the aristocracy subjugates an increasingly restless peasantry. In Paris, he becomes smitten with cultured artist Maria Cosway, but, when his daughter visits from Virginia accompanied by her attractive slave, Sally Hemings, Jefferson's attentions are diverted.",1995-03-31,139,14000000,2474000,5.2,10,0,en,A powerful man torn between his love for one woman and his secret desire for another.,1995
6280,Junior,"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.",1994-11-22,109,60000000,37000000,4.7,381,0,en,Nothing is inconceivable,1994
11,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,1977-05-25,121,11000000,775398007,8.1,6778,0,en,"A long time ago in a galaxy far, far away...",1977
18183,Like Water for Chocolate,"Tita is passionately in love with Pedro, but her controlling mother forbids her from marrying him. When Pedro marries her sister, Tita throws herself into her cooking and discovers she can transfer her emotions through the food she prepares, infecting all who eat it with her intense heartbreak.",1992-04-16,105,2000000,21665468,6.6,70,0,es,"In Tita's kitchen, ordinary spices become a recipe for passion.",1992
4476,Legends of the Fall,"An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.",1994-12-16,133,30000000,160638883,7.2,636,0,en,After the Fall from Innocence the Legend begins.,1994
28313,Losing Isaiah,"Khaila Richards, a crack-addicted single mother, accidentally leaves her baby in a dumpster while high and returns the next day in a panic to find he is missing. In reality, the baby has been adopted by a warm-hearted social worker, Margaret Lewin, and her husband, Charles. Years later, Khaila has gone through rehab and holds a steady job. After learning that her child is still alive, she challenges Margaret for the custody.",1995-03-17,106,17000000,7603766,6.4,28,0,en,Who decides what makes a mother?,1995
3036,Mary Shelley's Frankenstein,"Based on Mary Shelley's novel, ""Frankenstein"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.",1994-11-04,123,45000000,112006296,6.1,272,0,en,Be Warned.  It's Alive,1994
17402,Miami Rhapsody,"Gwyn Marcus has always wanted a marriage like her parents. She has just accepted the proposal of her boyfriend Matt, but she has misgivings about their future together. Her fear of commitment grows as she learns of the various affairs that her family is having. With her sister getting married and her brother already married, her mother is growing concerned about Gwyn's being the last single person in the family. But the more she thinks about marriage, the more she must search for the balance between career, marriage and family.",1995-01-27,95,6,5,5.6,7,0,en,Love is great. Marriage is a completely different affair.,1995
1945,Nell,"In a remote woodland cabin, a small town doctor discovers Nell - a beautiful young hermit woman with many secrets.",1994-12-23,112,31000000,106683817,6.1,128,0,en,Her heart. Her soul. Her language are a mystery...A mystery called Nell,1994
241,Natural Born Killers,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,1994-08-25,119,34000000,50282766,6.9,927,0,en,The Media Made Them Superstars.,1994
6950,Outbreak,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",1995-03-10,127,50000000,189859560,6.4,522,0,en,This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.,1995
101,Leon: The Professional,"Leon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Leon's footsteps.",1994-09-14,110,16000000,45284974,8.2,4293,0,fr,"If you want a job done well, hire a professional.",1994
63020,The Perez Family,"In the midst of the Mariel boat lift -- a hurried exodus of refugees from Cuba going to America -- an immigration clerk accidentally presumes that dissident Juan Raul Perez and Dorita Evita Perez are married. United by their last name and a mutual resolve to emigrate, Dorita and Juan agree to play along. But it gets complicated when the two begin falling for each other just as Juan reunites with his wife, Carmela, whom he hasn't seen in decades.",1995-05-12,113,11000000,2832826,6.6,9,0,en,"On the way to finding a family, she found love.",1995
